Dye_Name,Concentration,R_400,R_410,R_420,R_430,R_440,R_450,R_460,R_470,R_480,R_490,R_500,R_510,R_520,R_530,R_540,R_550,R_560,R_570,R_580,R_590,R_600,R_610,R_620,R_630,R_640,R_650,R_660,R_670,R_680,R_690,R_700
Suncron Violet SE-FBL 200%_I,0.01,71.250786,74.808617,77.029671,78.389404,78.81942,78.877007,78.219131,77.190735,75.908875,74.136108,71.975998,69.927101,68.688622,66.89904,64.843391,64.484726,65.418518,66.001282,65.448204,65.809219,69.920197,77.173134,82.834053,86.161873,87.575775,88.257454,88.552818,88.648102,88.377884,88.201698,88.063309
Suncron Violet SE-FBL 200%_I,0.025,69.564598,73.275009,75.498665,76.388634,76.214127,75.182648,73.191544,70.88871,68.166405,65.094841,61.66972,58.713264,57.046955,54.758572,52.195324,51.712109,52.850227,53.486645,52.831375,53.274597,58.352654,68.408035,77.812012,84.328629,87.313721,88.544891,89.117012,89.06012,88.537003,88.303421,88.178894
Suncron Violet SE-FBL 200%_I,0.05,67.485687,71.270035,73.451187,73.977974,72.9991,70.878044,67.6689,64.315826,60.666836,56.936241,53.028381,49.757267,47.995922,45.599583,42.950977,42.430107,43.598591,44.26981,43.6166,44.094204,49.416515,60.554676,72.39782,81.799652,86.634537,88.611351,89.473221,89.440025,88.809189,88.427689,88.34639
Suncron Violet SE-FBL 200%_I,0.1,63.90789,67.777992,69.92865,69.875328,67.908669,64.696815,60.468147,56.379223,52.189201,48.128242,44.037308,40.709488,38.970531,36.628239,34.027393,33.516998,34.683502,35.334431,34.719818,35.222549,40.572609,52.122356,65.56778,77.668152,84.822395,87.947174,89.299309,89.369453,88.601723,88.139954,88.117508
Suncron Violet SE-FBL 200%_I,0.25,55.360657,59.343689,61.269138,60.301662,57.022156,52.581848,47.437904,42.868752,38.436882,34.390789,30.484634,27.401695,25.816458,23.702532,21.396048,20.939447,21.996445,22.552601,22.014536,22.501179,27.428125,38.562782,52.81749,67.707481,78.306877,83.738625,86.417351,86.44075,85.773399,85.067001,85.134659
Suncron Violet SE-FBL 200%_I,0.5,47.604572,51.685089,53.361778,51.901226,48.006546,43.117157,37.787796,33.241318,28.970739,25.20089,21.63117,18.883135,17.511545,15.715048,13.797432,13.411495,14.268748,14.724329,14.258954,14.675979,18.936798,29.154299,43.146149,58.981247,71.649208,78.830376,82.58905,82.882942,82.313469,81.435486,81.457993
Suncron Violet SE-FBL 200%_I,1.0,39.042313,42.951283,44.469875,42.621056,38.483368,33.55167,28.414881,24.144386,20.294958,16.969828,13.96549,11.738326,10.652318,9.299792,7.922623,7.659324,8.264263,8.531564,8.208403,8.522751,11.787186,20.426962,33.415077,49.144016,62.833344,71.567322,76.481392,77.508644,76.771683,75.822029,75.973167
Suncron Violet SE-FBL 200%_I,2.0,30.591707,34.203243,35.562088,33.487381,29.379839,24.670773,19.973999,16.202806,12.974145,10.360911,8.107311,6.550195,5.856434,5.03367,4.265989,4.206921,4.369036,4.500713,4.47608,4.700138,6.625392,13.005039,24.184776,39.064178,52.985703,62.625549,68.550209,70.404243,69.561462,68.551559,68.754944
Suncron Violet SE-FBL 200%_I,4.0,22.323734,25.479099,26.624805,24.553883,20.746159,16.596457,12.675284,9.702365,7.376504,5.648338,4.299558,3.475416,3.148792,2.771148,2.529463,2.476599,2.519809,2.558469,2.549526,2.664709,3.573047,7.330799,15.74658,28.794256,42.145729,52.069782,58.508991,60.962784,60.574329,59.552311,59.804619
Suncron Violet SE-FBL 200%_I,6.0,19.50989,22.285791,23.237123,21.292591,17.855364,14.165729,10.704282,8.134263,6.146589,4.714806,3.626681,2.986495,2.741002,2.47285,2.310713,2.277542,2.297532,2.315031,2.304948,2.395376,3.079737,6.119026,13.366233,24.930601,36.810482,45.876308,52.240891,55.143349,55.324947,54.464638,54.732082
Suncron Violet T-FW_I,0.01,70.525187,73.352641,75.131202,76.281166,76.620102,76.757085,76.485533,75.971121,75.13817,73.999441,72.82961,71.669859,70.631468,69.850087,69.376707,69.361544,69.35485,69.914323,70.796287,71.837395,73.27112,75.47484,78.187335,81.10742,83.534002,85.334539,86.485964,86.975747,87.446749,87.540799,87.552989
Suncron Violet T-FW_I,0.025,68.593997,70.676315,71.885526,72.2525,71.759081,70.572972,68.977386,67.253757,65.079761,62.844247,60.777396,58.88294,57.352877,56.207001,55.45218,55.243921,55.279493,55.965507,57.052749,58.392841,60.345626,63.578951,68.006563,73.318881,78.453809,82.458162,85.084867,86.38401,87.322259,87.472534,87.638211
Suncron Violet T-FW_I,0.05,66.339409,67.898798,68.295014,68.034452,66.727698,64.786452,62.431538,60.188258,57.520306,54.954666,52.686191,50.62272,49.021161,47.832179,47.037184,46.834588,46.903765,47.625077,48.801291,50.214416,52.267385,55.775559,60.729277,67.089444,73.782861,79.466254,83.416075,85.558665,87.190664,87.29791,87.676162
Suncron Violet T-FW_I,0.1,61.329752,62.08601,61.568785,60.453308,58.359188,55.722642,52.712411,50.062299,47.072619,44.315362,41.971552,39.872581,38.293535,37.120366,36.324528,36.10552,36.188558,36.885044,38.048008,39.463317,41.55184,45.12642,50.36701,57.491481,65.759242,73.592651,79.717886,83.465213,86.467546,86.686754,87.385035
Suncron Violet T-FW_I,0.25,50.865996,50.003827,48.261765,45.965135,43.061742,39.750153,36.323437,33.441091,30.37689,27.685708,25.464249,23.514791,22.076468,20.993091,20.237842,19.912317,19.949701,20.457157,21.379425,22.58987,24.427578,27.680069,32.602346,39.740142,48.798952,58.639669,68.284369,75.683945,82.53172,83.724862,85.64688
Suncron Violet T-FW_I,0.5,42.797336,41.314617,39.195156,36.742818,33.783829,30.480009,27.183345,24.46591,21.641132,19.206828,17.257077,15.546831,14.338157,13.439479,12.815595,12.596165,12.620279,12.961866,13.719116,14.728117,16.321065,19.185323,23.651257,30.376032,39.185569,49.115103,59.569961,68.753278,77.912325,80.150533,83.375037
Suncron Violet T-FW_I,1.0,34.236079,32.088116,29.894936,27.342248,24.54391,21.499898,18.53645,16.142654,13.77072,11.812152,10.264024,8.990854,8.112539,7.507473,7.107562,6.954943,6.962886,7.240067,7.698073,8.418192,9.591508,11.783183,15.467054,21.371683,29.621488,39.303362,50.010306,60.183012,71.650946,75.161767,80.181503
Suncron Violet T-FW_I,2.0,26.021117,23.676148,21.566647,19.186687,16.672868,14.039296,11.604324,9.724076,7.960474,6.595378,5.578247,4.809201,4.339196,3.984427,3.795317,3.717358,3.711344,3.850993,4.10307,4.513032,5.214269,6.605173,9.195507,13.813448,20.943412,29.90267,40.281692,50.748754,63.395673,68.311083,75.275111
Suncron Violet T-FW_I,4.0,18.682145,16.285887,14.430718,12.409451,10.374525,8.381456,6.62993,5.382555,4.321972,3.577231,3.093278,2.737892,2.552969,2.416985,2.368936,2.359175,2.349789,2.390558,2.478409,2.678825,2.988669,3.639415,5.08786,8.094461,13.566162,21.256088,30.878356,41.034919,53.886092,59.690893,68.161637
Suncron Violet T-FW_I,6.0,14.669524,12.525623,10.878717,9.15364,7.499632,5.912936,4.624512,3.74797,3.074114,2.643345,2.371005,2.1749,2.073285,2.017539,2.02012,2.027855,2.017445,2.029472,2.07432,2.19172,2.371247,2.790395,3.605154,5.683846,9.976881,16.6106,25.51339,35.334209,48.082882,54.207462,63.282043
Suncron Yellow 10GN 400%_I,0.01,59.115494,57.349998,54.287998,51.309753,49.808498,50.122498,53.533752,61.919998,82.480751,102.66275,113.612244,113.94175,110.49324,105.582253,100.992249,98.125999,96.0485,94.227501,92.889496,91.96875,91.63575,91.278496,90.908997,90.732506,90.588745,90.719749,90.886002,90.998253,91.497002,91.282745,91.371246
Suncron Yellow 10GN 400%_I,0.025,49.053497,45.436752,41.391003,37.93425,36.2785,36.595501,40.147503,49.334751,73.911247,103.054749,123.612747,126.716255,122.408508,115.198494,108.110001,103.5,100.056007,97.177254,94.934753,93.379745,92.691498,92.031006,91.395744,91.104248,90.878998,90.925255,91.042747,91.102249,91.501747,91.278999,91.366257
Suncron Yellow 10GN 400%_I,0.05,40.199501,35.831497,31.692249,28.344749,26.775249,27.063999,30.360502,39.265747,64.78775,99.074249,128.156494,135.563248,131.519257,122.892502,113.908005,107.826508,103.304756,99.601753,96.715752,94.668755,93.681252,92.709747,91.8265,91.438751,91.129753,91.11351,91.182251,91.218994,91.589752,91.36425,91.436256
Suncron Yellow 10GN 400%_I,0.1,31.136,26.671249,22.822001,19.861502,18.4715,18.67775,21.473,29.486502,54.224998,91.555252,128.889984,142.672012,140.262741,130.790741,120.031502,112.465752,106.813499,102.271996,98.664001,96.054253,94.763,93.527756,92.387497,91.897247,91.517754,91.405502,91.418999,91.410492,91.739746,91.478256,91.527496
Suncron Yellow 10GN 400%_I,0.25,20.224751,16.153,13.141251,10.93575,9.90475,9.96875,11.787751,17.747501,38.905998,76.79924,122.595253,147.505997,150.46225,141.334244,128.573257,118.984009,111.828255,106.067238,101.396004,97.972496,96.218506,94.546494,93.093994,92.42775,91.944244,91.74025,91.675995,91.596245,91.845001,91.590248,91.636505
Suncron Yellow 10GN 400%_I,0.5,13.345,10.078751,7.86975,6.38025,5.74325,5.80925,6.765001,10.864,27.630001,62.986248,111.148003,143.91275,152.913254,146.244507,133.317505,122.703743,114.68251,108.348747,103.105499,99.157753,97.122498,95.136253,93.443001,92.697754,92.162498,91.875496,91.790253,91.62925,91.874748,91.603752,91.653252
Suncron Yellow 10GN 400%_I,1.0,8.1315,5.83025,4.51925,3.7045,3.40025,3.4155,3.87725,6.25275,17.79775,47.835499,95.678497,136.503998,154.03125,150.871994,137.652252,125.673248,116.505501,109.407761,103.588997,99.241745,97.131004,95.1185,93.366005,92.682999,92.196251,91.889,91.825745,91.696251,91.871246,91.635498,91.696754
Suncron Yellow 10GN 400%_I,2.0,4.68575,3.3655,2.7955,2.512,2.39525,2.4025,2.60525,3.7015,10.051749,31.10475,72.619995,115.702248,140.998505,144.93251,135.592239,124.721001,115.894257,109.091248,103.481247,99.171997,97.153755,95.053749,93.111,92.484505,92.026749,91.650749,91.604752,91.502251,91.559494,91.366997,91.438499
Suncron Yellow 10GN 400%_I,4.0,2.99,2.32725,2.2155,2.10425,2.08125,2.10625,2.23025,2.60625,5.18175,15.96275,44.60075,82.641754,112.020508,124.278,123.249504,116.902504,110.748505,105.6875,101.440498,98.0625,96.754005,94.81575,92.779251,92.253998,91.840256,91.581253,91.550003,91.468002,91.405998,91.241249,91.333755
Suncron Yellow 10GN 400%_I,6.0,2.534,2.122,2.06725,2.01325,2.00825,2.03325,2.12175,2.33125,3.5665,9.5185,29.101,61.232002,89.723999,106.665253,110.560249,108.708,105.149498,101.68924,98.642746,96.16375,95.527504,94.0205,92.116501,91.829254,91.425255,91.363503,91.347748,91.321495,91.256248,91.018745,91.276245
Suncron Yellow Brown S-2RFL 110%_I,0.01,64.513657,65.561714,66.308472,67.15242,67.595665,68.387108,69.384712,70.375534,71.654091,72.961029,74.521545,76.243683,77.846336,79.50148,80.985641,82.418617,83.595642,84.496742,85.259605,85.776062,86.17395,86.505043,86.671692,86.839005,87.064125,87.38353,87.665794,87.8246,88.06002,88.189751,88.098839
Suncron Yellow Brown S-2RFL 110%_I,0.025,56.017326,55.785156,55.719913,56.206451,56.387077,57.051872,58.074898,59.234692,60.819839,62.563969,64.674583,67.148705,69.653198,72.375397,75.04435,77.713463,80.045036,81.936417,83.514893,84.615837,85.44873,86.073395,86.393867,86.704216,86.991287,87.349136,87.663521,87.836227,88.081314,88.210045,88.129219
Suncron Yellow Brown S-2RFL 110%_I,0.05,48.094566,47.112785,46.738274,46.997162,47.107227,47.734081,48.74493,49.944435,51.618206,53.509838,55.856972,58.644615,61.59333,64.920578,68.405823,72.026291,75.286682,78.11657,80.541061,82.363281,83.719231,84.709221,85.230782,85.738159,86.182625,86.742973,87.263573,87.474213,87.82885,87.968788,87.90696
Suncron Yellow Brown S-2RFL 110%_I,0.1,39.606682,37.991409,37.393257,37.402733,37.535328,38.078835,39.03653,40.232571,41.903324,43.822323,46.260979,49.196751,52.390839,56.11322,60.132175,64.59433,68.85582,72.870461,76.443893,79.285583,81.519295,83.189133,84.187263,84.962265,85.59269,86.261993,86.845436,87.075577,87.458282,87.55423,87.700142
Suncron Yellow Brown S-2RFL 110%_I,0.25,26.383778,24.371067,23.715139,23.562393,23.662121,24.086437,24.882746,25.927711,27.430714,29.233366,31.551043,34.363216,37.563576,41.322441,45.58757,50.545155,55.705048,61.054825,66.290497,71.01416,75.118225,78.632858,81.076157,82.993721,84.354904,85.513954,86.406067,86.864128,87.430656,87.566666,87.725197
Suncron Yellow Brown S-2RFL 110%_I,0.5,18.787262,16.624292,16.025211,15.837063,15.909187,16.272371,16.950535,17.83934,19.158756,20.765409,22.869152,25.432413,28.451262,31.997532,36.084774,40.940197,46.203911,51.82391,57.649834,63.200466,68.434074,73.206741,76.829018,79.774338,81.988335,83.792068,85.143059,85.997139,86.839058,87.020706,87.406242
Suncron Yellow Brown S-2RFL 110%_I,1.0,11.968079,10.061393,9.548385,9.427636,9.461626,9.700003,10.222453,10.865376,11.901807,13.19083,14.913906,17.099018,19.714739,22.936411,26.705423,31.297562,36.409702,42.024445,48.078762,54.081451,60.041653,65.898117,70.784027,74.983963,78.306099,81.037155,83.153412,84.516022,85.91288,86.172333,86.807045
Suncron Yellow Brown S-2RFL 110%_I,2.0,7.124309,5.680056,5.348921,5.23707,5.236597,5.392272,5.699984,6.129758,6.774221,7.669737,8.886604,10.525303,12.602612,15.282246,18.553219,22.638454,27.414289,32.770393,38.704403,44.743931,51.018684,57.467686,63.221527,68.548996,73.108177,76.995316,80.152657,82.37429,84.716003,85.153221,86.11647
Suncron Yellow Brown S-2RFL 110%_I,4.0,4.468959,3.276391,3.127854,3.036404,3.009281,3.07961,3.216882,3.405895,3.710181,4.186399,4.868235,5.873197,7.236136,9.139609,11.619128,14.928716,18.995481,23.794703,29.333317,35.133629,41.327812,47.957386,54.160988,60.253979,65.866089,70.96656,75.378265,78.722908,82.261909,83.154587,84.647987
Suncron Yellow Brown S-2RFL 110%_I,6.0,3.685816,2.621467,2.527894,2.438726,2.392722,2.418275,2.475317,2.574223,2.737966,3.035527,3.409464,4.042938,4.975909,6.371573,8.287189,10.989334,14.493503,18.822929,23.991146,29.571739,35.650959,42.244179,48.573048,54.940105,61.012329,66.690536,71.909843,76.008484,80.307411,81.636444,83.633652
Suncron Yellow Brown S-2RFL 150%_I,0.01,59.895084,60.410435,60.76088,61.486042,61.799644,62.408195,63.33297,64.390419,65.782906,67.318031,69.183395,71.338707,73.526527,75.883133,78.225204,80.555153,82.692101,84.435921,85.887924,86.936745,87.778236,88.368904,88.678062,88.939896,89.222641,89.580704,89.884079,90.088692,90.370323,90.41819,90.405914
Suncron Yellow Brown S-2RFL 150%_I,0.025,50.251232,49.590595,49.221432,49.508263,49.581623,50.062511,50.922012,52.049088,53.580147,55.36422,57.601231,60.270977,63.196121,66.422859,69.868401,73.475807,76.846367,79.928833,82.657936,84.759666,86.473045,87.693565,88.400139,88.918655,89.384758,89.843407,90.217957,90.451279,90.781876,90.836563,90.810623
Suncron Yellow Brown S-2RFL 150%_I,0.05,41.570507,40.315762,39.634312,39.651714,39.694267,40.094723,40.903698,41.993946,43.542084,45.373611,47.713463,50.545715,53.726971,57.385975,61.384617,65.837288,70.1548,74.24662,78.030853,81.164574,83.780106,85.758034,87.049484,87.969398,88.735519,89.374695,89.929062,90.207191,90.624153,90.68924,90.684822
Suncron Yellow Brown S-2RFL 150%_I,0.1,33.009182,31.094021,30.321598,30.105639,30.141153,30.445839,31.199026,32.175167,33.635166,35.400734,37.705891,40.495922,43.731701,47.510326,51.802399,56.736023,61.76725,66.891251,71.791542,76.075043,79.835236,82.990196,85.177124,86.842323,88.06884,88.99205,89.775894,90.204659,90.687302,90.758209,90.864014
Suncron Yellow Brown S-2RFL 150%_I,0.25,20.956995,18.922079,18.210003,17.989305,17.978298,18.207294,18.828505,19.634052,20.881039,22.430849,24.494099,27.014477,30.012136,33.605354,37.762718,42.736835,48.176167,54.031742,60.064896,65.714096,71.093216,75.909241,79.65918,82.742775,85.132759,86.932739,88.307915,89.207336,89.9897,90.078941,90.462097
Suncron Yellow Brown S-2RFL 150%_I,0.5,13.984218,12.115308,11.466148,11.253428,11.244749,11.445577,11.881853,12.517799,13.537762,14.836395,16.570072,18.746864,21.431084,24.705681,28.568727,33.284393,38.606358,44.472771,50.80368,57.026459,63.245628,69.205132,74.152374,78.419876,81.914673,84.651482,86.782051,88.164017,89.56546,89.595673,90.144966
Suncron Yellow Brown S-2RFL 150%_I,1.0,8.506095,6.869976,6.449661,6.34121,6.305351,6.437288,6.727676,7.167387,7.822569,8.744942,10.007069,11.69876,13.84038,16.585081,19.938631,24.158508,29.08382,34.690933,40.91848,47.292145,53.942902,60.713345,66.704147,72.17115,76.863464,80.727997,83.843559,86.053123,88.240013,88.47979,89.339104
Suncron Yellow Brown S-2RFL 150%_I,2.0,5.160676,3.860617,3.640631,3.54239,3.496368,3.558918,3.700963,3.909415,4.252794,4.793566,5.52886,6.608129,8.074474,10.09312,12.697825,16.187899,20.479542,25.546461,31.413668,37.572464,44.249119,51.350838,58.021355,64.493591,70.420731,75.502411,79.805351,83.047989,86.383553,86.95517,88.304436
Suncron Yellow Brown S-2RFL 150%_I,4.0,3.536097,2.523938,2.438754,2.389995,2.344513,2.357019,2.381343,2.444356,2.580159,2.7849,3.070422,3.617456,4.364724,5.569162,7.269164,9.758659,13.066334,17.324839,22.513691,28.230434,34.618706,41.643841,48.510616,55.519997,62.319881,68.542473,74.120453,78.492165,83.175774,84.304535,86.395576
Suncron Yellow Brown S-2RFL 150%_I,6.0,3.121864,2.262772,2.190719,2.142728,2.090617,2.084146,2.077491,2.08442,2.144918,2.251505,2.388411,2.71497,3.097643,3.858005,5.02914,6.849249,9.449369,12.991051,17.568953,22.821531,28.873577,35.668404,42.443913,49.590725,56.739067,63.493294,69.851479,74.992035,80.403397,81.941422,84.571243
Suncron Yellow Brown S-FW_I,0.01,64.765501,67.010748,67.998499,68.929499,69.74026,70.594245,71.642995,72.620499,73.909998,75.268495,76.674002,78.223747,79.717749,81.239998,82.653499,84.053248,85.382247,86.414999,87.318248,88.001752,88.603246,88.975,89.206755,89.384753,89.526498,89.916748,90.24899,90.513003,91.104245,90.916502,91.054749
Suncron Yellow Brown S-FW_I,0.025,57.65025,58.66425,58.873498,59.245503,59.7305,60.48125,61.570001,62.716246,64.253497,65.975499,67.852247,70.106751,72.238505,74.447,76.722503,79.054749,81.288749,83.208758,84.911257,86.206001,87.264752,87.973249,88.413501,88.773,89.074248,89.598757,90.016001,90.323752,90.952754,90.770751,90.918005
Suncron Yellow Brown S-FW_I,0.05,50.9745,51.329255,51.097751,51.404005,51.818502,52.586001,53.729999,54.965502,56.617749,58.563745,60.733747,63.34675,65.952498,68.626249,71.493745,74.556261,77.444506,80.120504,82.554746,84.465003,86.026746,87.115502,87.823248,88.415998,88.888246,89.574504,90.127492,90.451753,91.123497,90.9495,91.110504
Suncron Yellow Brown S-FW_I,0.1,41.666999,41.088498,40.498751,40.564251,40.804249,41.466999,42.553002,43.788755,45.500249,47.518748,49.835747,52.723497,55.699754,58.882999,62.406248,66.373998,70.194,73.900747,77.451497,80.440992,82.945001,84.723496,85.92,86.988997,87.964249,89.088249,89.985496,90.412498,91.19575,91.031003,91.200995
Suncron Yellow Brown S-FW_I,0.25,28.1975,27.004999,26.286748,26.152751,26.3475,26.897749,27.844501,28.961003,30.574751,32.44625,34.713754,37.507251,40.558749,43.9345,47.853747,52.321255,57.019752,61.99075,67.007256,71.565747,75.668496,78.961492,81.259,83.16375,84.872746,86.732256,88.301247,89.2295,90.2565,90.230995,90.529996
Suncron Yellow Brown S-FW_I,0.5,20.2645,18.876749,18.234248,18.119249,18.249248,18.703751,19.520001,20.51775,21.9785,23.694749,25.78375,28.37925,31.28975,34.57225,38.426,42.821997,47.674751,53.026748,58.683747,64.065003,69.130248,73.475754,76.665998,79.386503,81.840247,84.41025,86.679494,88.138247,89.68851,89.643008,90.101248
Suncron Yellow Brown S-FW_I,1.0,12.974,11.724,11.180501,11.095,11.2015,11.56025,12.17925,12.969001,14.17675,15.604749,17.39625,19.673248,22.311999,25.391251,29.073751,33.23375,37.99625,43.434751,49.375251,55.247748,61.054003,66.352248,70.504743,74.076247,77.388746,80.788499,83.885503,86.059248,88.2245,88.429242,89.187002
